NU_CNPJ_EMPRESA;NO_RAZAO_SOCIAL_EMPRESA;NO_PRODUTO;NU_PROCESSO;DS_TIPO_PRODUTO;DS_CATEGORIA_PRODUTO;DT_FINALIZACAO_PROCESSO;DT_VENCIMENTO_REGISTRO;ST_SITUACAO_REGISTRO
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER GUM WITH CINNAMON FLAVOUR;25351116116201658;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER GUM WITH MINT FLAVOUR;25351116486201611;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2017 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER ICED LEMON WITH MINT FLAVOUR;25351116537201659;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;AL FAKHER LIMÃO COM MENTA;25351446498201181;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;10/31/2013 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;AL FAKHER MELANCIA;25351446443201157;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;10/31/2013 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;AL FAKHER MENTA;25351446478201148;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;10/31/2013 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;AL FAKHER MINT - MENTA;25351224684201417;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/26/2016 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER MINT FLAVOUR;25351116178201617;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER MINT WITH CREAM FLAVOUR;25351116289201672;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER MOJITO FLAVOUR (LEMON WITH MINT);25351116402201653;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;AL FAKHER MORANGO;25351427953201203;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;09/19/2013 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER ORANGE WITH CREAM FLAVOUR;25351116165201618;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER ORANGE WITH MINT FLAVOUR;25351116310201619;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER STRAWBERRY FLAVOUR;25351116513201615;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
01961491000108;kroya importadora e distribuidora comercial ltda. - epp;AL FAKHER TWO APPLES - DUAS MAÇÃS;25351224740201448;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/26/2016 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER TWO APPLES FLAVOUR;25351116462201664;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/22/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER TWO APPLES WITH MINT FLAVOUR;25351116443201650;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER VANILLA FLAVOUR;25351116529201695;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
07756070000113;Reality Cigars Comércio importação e exportação ltda. - epp;AL FAKHER WATERMELON WITH MINT FLAVOUR;25351116471201657;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/04/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM A 66;25351424417202067;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/07/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM BLUE KAMIKAZE;25351277164201992;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/15/2020 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM BLUE KAMIKAZE;25351242527202011;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/14/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM BLUEBERRY MINT;25351277165201937;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/15/2020 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM BLUEBERRY MINT;25351242522202080;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/14/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM BUBBLE GUM;25351277167201926;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/08/2020 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM BUBBLE GUM;25351242499202023;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/14/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE AÇAI;25351277170201940;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/23/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE BOMBOM;25351424414202023;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/23/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE MANGO TANGO;25351277171201994;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;06/08/2020 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE MANGO TANGO;25351242530202026;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/14/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE MARACUJÁ;25351277169201915;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/23/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE MINT;25351277166201981;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/15/2020 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM ICE MINT;25351242529202000;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/14/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM PINA COLADA;25351424416202012;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/23/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM STRAWBERRY CREAM;25351277168201971;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/23/2021 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL SHARQ PLATINUM TWO APPLE;25351424415202078;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/23/2021 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA AMAZONAS;25351350850201596;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
18861877000213;ELBARAKA OVERSEAS IMPORTAÇÃO E COMÉRCIO LTDA.;AL WAHA BLUEBERRY;25069295332201437;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/19/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA BLUEBERRY COM GOIABA;25351350870201520;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA CEREJA COM MORANGO;25351350927201539;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
18861877000213;ELBARAKA OVERSEAS IMPORTAÇÃO E COMÉRCIO LTDA.;AL WAHA CHICLETE;25069294023201413;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/19/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA CITROS;25351350943201566;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/10/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA COQUETEL DE FRUTAS;25351350860201514;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/16/2016 00:00:00;Inativo
18861877000213;ELBARAKA OVERSEAS IMPORTAÇÃO E COMÉRCIO LTDA.;AL WAHA DUAS MAÇÃS;25069293950201475;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM  SWISS BONBON;25351866757201631;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM 4 SEANSONS;25351434286201551;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/24/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM AÇAI;25351866699201651;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM BLUBERRY VANILLA ICE CREAM;25351799093201635;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;02/28/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM BLUEBERRY;25351434297201523;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/24/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM BLUEBERRY & MINT;25351434524201515;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM CACTUS LEMON;25351671628201560;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/18/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM CARAMEL CHILL;25351866707201641;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM CHEESECAKE;25351189850201664;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;11/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM CINNAMON & MINT;25351434482201563;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/10/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM COCO & CHOCO;25351767849201470;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM COCO & MINT & LEMON;25351767792201461;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM COCO JUMBO;25351672815201587;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/18/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM DULCE DE LECHE;25351866686201652;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM FREEZY;25351767812201421;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM FRESH MINT;25351866665201690;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM FUZZY LEMON;25351866715201611;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICE BONBON;25351799086201694;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;02/10/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICE KIWI;25351866681201617;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICE MANGO TANGO;25351672764201532;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/18/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICE MARACUJA;25351866753201624;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICE WHITE;25351866727201685;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICY BLUEBERRY;25351767724201496;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICY CHERRY;25351799090201641;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;02/10/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ICY MINT;25351767709201498;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM LEMON CHILL;25351672831201511;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/11/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM LEMON PIE;25351192309201663;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/22/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM LOVE 66;25351189857201658;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;11/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM MENTHOL FUSION;25351514504201584;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/16/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM MINT;25351867012201663;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/07/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ONE DAY;25351672793201569;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/18/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM ORANGE CREAM;25351434518201516;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/10/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM SPEARMINT;25351767833201493;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM STRAWBERRY & MINT;25351767836201471;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;01/13/2017 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM TROPICAL;25351434326201554;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/24/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUM VANILLA & MINT;25351434476201558;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUN 24K CANCUN;25351171692201741;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/17/2018 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUN 24K DUBAI;25351171675201794;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/21/2018 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUN 24K MILAO;25351171686201735;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/17/2018 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUN 24K MOSKOW;25351171680201771;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/17/2018 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUN 24K NEW YORK;25351171668201750;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;05/17/2018 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA GOLD PREMIUN 24K TOKYO;25351171685201712;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/21/2018 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA MENTA;25351350916201598;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;09/10/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA MINTOS;25351350955201536;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA MIX BERRY;25351350883201529;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
19704652000135;AMOUN COMERCIO E IMPORTAÇAO LTDA ME;AL WAHA PREMIUM SWEET SHOCK;25351672750201511;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;12/18/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA SORVETE BERRY;25351350903201599;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
18861877000132;ELBARAKA OVERSEAS IMPORTAÇAO E COMERCIO LTDA;AL WAHA TROPICANA;25351350893201541;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;08/28/2016 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM - ICE BOMBOM;25069345798201768;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM BLUEBERRY MINT;25069345850201782;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
14585613000142;K 1 IMPORT EXPORT EIRELEI;AL-SHARQ PLATINUM CITRUS;25069345782201781;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;07/17/2018 00:00:00;Inativo
10742854000105;DICINA INDÚSTRIA E COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE TABACOS LIMITADA;EXPRESS SAN MARINO;25351029898201967;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;10/21/2021 00:00:00;Ativo
10742854000105;DICINA INDÚSTRIA E COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE TABACOS LIMITADA;EXPRESS SAN MARINO;25351837525202349;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;02/26/2024 00:00:00;Inativo
04522275000146;GOLDEN LEAF TOBACCO LTDA;FAWEEK BLUE;25351145302201611;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;08/28/2017 00:00:00;Inativo
27839998000179;ELITE TRADE IMPORTAÇÃO E EXPORTAÇÃO LTDA  ME;FDC LV 66;25351414536202010;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/08/2022 00:00:00;Inativo
27839998000179;ELITE TRADE IMPORTAÇÃO E EXPORTAÇÃO LTDA  ME;FDC MORANGIE;25351414530202034;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;02/17/2022 00:00:00;Inativo
27839998000179;ELITE TRADE IMPORTAÇÃO E EXPORTAÇÃO LTDA  ME;FDC TUTTI FRUTTI;25351414532202023;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;03/29/2022 00:00:00;Inativo
27839998000179;ELITE TRADE IMPORTAÇÃO E EXPORTAÇÃO LTDA  ME;FDC! COROTE;25351414501202072;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;02/17/2022 00:00:00;Inativo
27839998000179;ELITE TRADE IMPORTAÇÃO E EXPORTAÇÃO LTDA  ME;FDC! MINT;25351414528202065;DERIVADOS DO TABACO;FUMO PARA NARGUILE;;02/17/2022 00:00:00;Inativo
84316868000195;FERLIM IND E COM LTDA;FERREIRA EXTRA;25351421315202090;DERIVADOS DO TABACO;FUMO DESFIADO;;06/22/2021 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;FIESTA KS E URY;25351049399201813;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;03/26/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;FIESTA KS E URY A BORDO;25351076089201863;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/09/2019 00:00:00;Inativo
04041933000188;PHILIP MORRIS BRASIL INDÚSTRIA E COMÉRCIO LTDA.;FIESTA KS E URY DUTY FREE;25351076098201854;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;04/09/2019 00:00:00;Inativo
12389368000172;TABACOS CISNE BRANCO FINAMORE LTDA - ME;FINAMORE;25351239593201550;DERIVADOS DO TABACO;FUMO DESFIADO;;07/16/2018 00:00:00;Inativo
19022540000102;tabacos wilder finamore ltda;FINAMORE;25351662263201050;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;11/03/2011 00:00:00;Inativo
12389368000172;TABACOS CISNE BRANCO FINAMORE LTDA - ME;FINAMORE;25351716368201484;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;02/10/2016 00:00:00;Inativo
12389368000172;TABACOS CISNE BRANCO FINAMORE LTDA - ME;FINAMORE;25351941615201603;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;04/25/2017 00:00:00;Inativo
12389368000172;TABACOS CISNE BRANCO FINAMORE LTDA - ME;FINAMORE;25069306053201721;DERIVADOS DO TABACO;FUMO PARA CACHIMBO;;07/10/2018 00:00:00;Inativo
10375124000105;E & M INTERNATIONAL IMPORTACAO E EXPORTACAO DE PRODUTOS DE TABACARIA LTDA ME;FLOR DE LA VEGA;25069362248201646;DERIVADOS DO TABACO;CHARUTO;;01/30/2021 00:00:00;Inativo
10375124000105;E & M INTERNATIONAL IMPORTACAO E EXPORTACAO DE PRODUTOS DE TABACARIA LTDA ME;FLOR DE LA VEGA;25351440772201940;DERIVADOS DO TABACO;CHARUTO;;05/11/2022 00:00:00;Inativo
10375124000105;E & M INTERNATIONAL IMPORTACAO E EXPORTACAO DE PRODUTOS DE TABACARIA LTDA ME;FLOR DE LA VEGA (BRAVO -TORO );25351621976202285;DERIVADOS DO TABACO;CHARUTO;;10/23/2024 00:00:00;Ativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;FLOR DE LAS ANTILLAS ROBUSTO;25351441374201941;DERIVADOS DO TABACO;CHARUTO;;02/18/2022 00:00:00;Inativo
17121200000103;RC PREMIUM COMERCIO IMPORTADORA E EXPORTADORA EIRELLI - EPP;FLOR DE OLIVA PREMIUM ROBUSTO;25351631492202082;DERIVADOS DO TABACO;CHARUTO;;08/10/2022 00:00:00;Inativo
80367964000101;ind com de fumos flor do norte ltda;FLOR DO NORTE;25351342214201839;DERIVADOS DO TABACO;FUMO DESFIADO;;02/10/2021 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY AZUL;25351560766202041;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/27/2021 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY AZUL;25351378832202112;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY MENTHOL 100´S;25351587062200928;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;11/30/2011 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY PRATA 100'' S;25351699798200840;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/01/2011 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY PREMIUM AZUL;25351122944201612;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;07/11/2018 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY PREMIUM AZUL;25351675106201840;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY PREMIUM PRATA;25351681101200884;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;01/05/2012 00:00:00;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY PREMIUM PRATA;25351090616201350;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;;Inativo
01301517000183;CIA SULAMERICANA DE TABACOS S/A;FLY PREMIUM VERMELHO;25351746974200893;DERIVADOS DO TABACO;CIGARRO COM FILTRO;;12/03/2011 00:00:00;Inativo
